Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	23.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-3 	1.0000	0.9990	9	23	11	23	11	6	6	5	4	2	11	6	6	24700492	15373486	8556378	16251623	5434496	240893	24700492	15373486	8556378		
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	24.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit 	1.0000	0.9990	6	5	5	6	4	1	0	4	1	0	5	1	0	5987048	702186	     0	5987048	702186	     0	13025382	702186	     0		
sp|O00754|MA2B1_HUMAN	O00754	MA2B1_HUMAN	MAN2B1	1011	12.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosomal alpha-mannosidase 	1.0000	0.9990	11	18	18	18	10	2	6	10	2	6	10	2	6	13818040	2082642	8635630	13818040	2082642	8635630	13818040	2082642	8635630		
sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	38.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyridoxal kinase 	1.0000	0.9990	12	67	67	67	14	33	20	14	33	20	14	33	20	59367720	58868641	22202930	59367720	58868641	22202930	59367720	58868641	22202930		
sp|O14495|PLPP3_HUMAN	O14495	PLPP3_HUMAN	PLPP3	311	26.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid phosphatase 3 	1.0000	0.9990	9	23	23	23	9	8	6	9	8	6	9	8	6	36602597	41915279	38575988	36602597	41915279	38575988	36602597	41915279	38575988		
sp|O14497|ARI1A_HUMAN	O14497	ARI1A_HUMAN	ARID1A	2285	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 1A 	1.0000	0.9990	6	6	5	6	6	0	0	5	0	0	6	0	0	5371935	     0	     0	5371935	     0	     0	5371935	     0	     0		
sp|O14523|C2C2L_HUMAN	O14523	C2C2L_HUMAN	C2CD2L	706	7.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid transfer protein C2CD2L 	1.0000	0.9990	4	4	4	4	1	3	0	1	3	0	1	3	0	5120546	5844425	     0	5120546	5844425	     0	5120546	5844425	     0		
sp|O14530|TXND9_HUMAN	O14530	TXND9_HUMAN	TXNDC9	226	11.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 9 	1.0000	0.9990	3	5	5	5	2	2	1	2	2	1	2	2	1	9436748	3758119	3024904	9436748	3758119	3024904	9436748	3758119	3024904		
sp|O14531|DPYL4_HUMAN	O14531	DPYL4_HUMAN	DPYSL4	572	61.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 4 	1.0000	0.9990	32	89	89	99	32	39	18	32	39	18	35	44	20	51753994	28566902	15769862	51753994	28566902	15769862	94198256	45901599	20043174		
sp|O14548|COX7R_HUMAN	O14548	COX7R_HUMAN	COX7A2L	114	62.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 7A-related protein, mitochondrial 	1.0000	0.9990	5	13	13	13	4	9	0	4	9	0	4	9	0	19225110	108706085	     0	19225110	108706085	     0	19225110	108706085	     0		
sp|O14556|G3PT_HUMAN	O14556	G3PT_HUMAN	GAPDHS	408	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific 	1.0000	0.9990	11	8	8	41	4	3	1	4	3	1	14	14	13	15797646	16403940	2583446	15797646	16403940	2583446	725816708	719726312	690343162		
sp|O14558|HSPB6_HUMAN	O14558	HSPB6_HUMAN	HSPB6	160	83.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein beta-6 	1.0000	0.9990	10	37	37	37	11	12	14	11	12	14	11	12	14	39638934	41104364	124058871	39638934	41104364	124058871	39638934	41104364	124058871		
sp|O14561|ACPM_HUMAN	O14561	ACPM_HUMAN	NDUFAB1	156	30.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl carrier protein, mitochondrial 	1.0000	0.9990	5	28	28	28	9	11	8	9	11	8	9	11	8	64398163	49887167	41135167	64398163	49887167	41135167	64398163	49887167	41135167		
sp|O14562|UBFD1_HUMAN	O14562	UBFD1_HUMAN	UBFD1	309	16.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin domain-containing protein UBFD1 	1.0000	0.9990	5	11	11	11	4	2	5	4	2	5	4	2	5	17995565	15252180	18225060	17995565	15252180	18225060	17995565	15252180	18225060		
sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	37.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit epsilon 	1.0000	0.9990	9	14	14	14	7	3	4	7	3	4	7	3	4	16469911	3804850	10522413	16469911	3804850	10522413	16469911	3804850	10522413		
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	29.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurocan core protein 	1.0000	0.9990	36	90	89	94	46	33	11	45	33	11	47	34	13	363915276	538396418	60826536	363915276	538396418	60826536	363915276	725119664	251245244		
sp|O14617|AP3D1_HUMAN	O14617	AP3D1_HUMAN	AP3D1	1153	29.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit delta-1 	1.0000	0.9990	26	44	44	44	25	13	6	25	13	6	25	13	6	119047346	26852804	15612653	119047346	26852804	15612653	119047346	26852804	15612653		
sp|O14618|CCS_HUMAN	O14618	CCS_HUMAN	CCS	274	35.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copper chaperone for superoxide dismutase 	1.0000	0.9990	10	17	17	17	7	6	4	7	6	4	7	6	4	51515361	24865568	34379429	51515361	24865568	34379429	51515361	24865568	34379429		
sp|O14639|ABLM1_HUMAN	O14639	ABLM1_HUMAN	ABLIM1	778	33.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-binding LIM protein 1 	1.0000	0.9990	25	41	41	48	21	14	6	21	14	6	23	17	8	28315585	34266878	36713920	28315585	34266878	36713920	28315585	63398042	36713920		
sp|O14653|GOSR2_HUMAN	O14653	GOSR2_HUMAN	GOSR2	212	25.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi SNAP receptor complex member 2 	1.0000	0.9990	4	5	5	5	3	2	0	3	2	0	3	2	0	5645700	9788319	     0	5645700	9788319	     0	5645700	9788319	     0		
sp|O14662|STX16_HUMAN	O14662	STX16_HUMAN	STX16	325	28.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-16 	1.0000	0.9990	6	8	8	8	3	4	1	3	4	1	3	4	1	1336029	7330378	1622771	1336029	7330378	1622771	1336029	7330378	1622771		
sp|O14672|ADA10_HUMAN	O14672	ADA10_HUMAN	ADAM10	748	20.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 10 	1.0000	0.9990	11	18	18	18	12	5	1	12	5	1	12	5	1	18734396	15857308	2613442	18734396	15857308	2613442	18734396	15857308	2613442		
sp|O14683|P5I11_HUMAN	O14683	P5I11_HUMAN	TP53I11	189	16.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor protein p53-inducible protein 11 	1.0000	0.9990	3	5	5	5	3	0	2	3	0	2	3	0	2	10967903	     0	10278228	10967903	     0	10278228	10967903	     0	10278228		
sp|O14737|PDCD5_HUMAN	O14737	PDCD5_HUMAN	PDCD5	125	68.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Programmed cell death protein 5 	1.0000	0.9990	9	53	53	53	14	17	22	14	17	22	14	17	22	82547360	43050084	85175484	82547360	43050084	85175484	82547360	43050084	85175484		
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	33.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5 	1.0000	0.9990	19	29	29	29	17	6	6	17	6	6	17	6	6	17485930	7678480	15445730	17485930	7678480	15445730	17485930	7678480	15445730		
sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	SLC9A3R1	358	54.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 	1.0000	0.9990	24	76	76	76	30	33	13	30	33	13	30	33	13	351703708	153941860	67840746	351703708	153941860	67840746	351703708	153941860	67840746		
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	42.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1 	1.0000	0.9990	19	91	91	91	17	29	45	17	29	45	17	29	45	195031482	183626990	192272504	195031482	183626990	192272504	195031482	183626990	192272504		
sp|O14775|GNB5_HUMAN	O14775	GNB5_HUMAN	GNB5	395	25.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit beta-5 	1.0000	0.9990	8	11	11	11	7	3	1	7	3	1	7	3	1	7240510	4635383	1176611	7240510	4635383	1176611	7240510	4635383	1176611		
sp|O14786|NRP1_HUMAN	O14786	NRP1_HUMAN	NRP1	923	15.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuropilin-1 	1.0000	0.9990	9	9	9	9	6	0	3	6	0	3	6	0	3	6401350	     0	4384567	6401350	     0	4384567	6401350	     0	4384567		
sp|O14787|TNPO2_HUMAN	O14787	TNPO2_HUMAN	TNPO2	897	13.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transportin-2 	1.0000	0.9990	12	13	13	31	6	2	5	6	2	5	11	8	12	6179295	609376	918163	6179295	609376	918163	15225973	22001728	42085094		
sp|O14807|RASM_HUMAN	O14807	RASM_HUMAN	MRAS	208	49.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein M-Ras 	1.0000	0.9990	9	16	16	16	9	5	2	9	5	2	9	5	2	9260985	14743457	12108957	9260985	14743457	12108957	9260985	14743457	12108957		
sp|O14810|CPLX1_HUMAN	O14810	CPLX1_HUMAN	CPLX1	134	64.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complexin-1 	1.0000	0.9990	10	27	24	28	7	15	5	6	14	4	7	16	5	67443322	163204680	69641870	15529513	19162840	7206039	67443322	188140710	69641870		
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	44.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 3 	1.0000	0.9990	11	35	35	35	15	13	7	15	13	7	15	13	7	47240047	34968260	45297683	47240047	34968260	45297683	47240047	34968260	45297683		
sp|O14841|OPLA_HUMAN	O14841	OPLA_HUMAN	OPLAH	1288	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	5-oxoprolinase 	1.0000	0.9990	3	3	3	3	3	0	0	3	0	0	3	0	0	2021178	     0	     0	2021178	     0	     0	2021178	     0	     0		
sp|O14874|BCKD_HUMAN	O14874	BCKD_HUMAN	BCKDK	412	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial 	1.0000	0.9990	4	7	7	7	2	3	2	2	3	2	2	3	2	7110600	9513831	17407530	7110600	9513831	17407530	7110600	9513831	17407530		
sp|O14879|IFIT3_HUMAN	O14879	IFIT3_HUMAN	IFIT3	490	29.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interferon-induced protein with tetratricopeptide repeats 3 	1.0000	0.9990	10	21	21	21	10	4	7	10	4	7	10	4	7	16638758	7916489	28532424	16638758	7916489	28532424	16638758	7916489	28532424		
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	30.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microsomal glutathione S-transferase 3 	1.0000	0.9990	8	23	23	23	11	7	5	11	7	5	11	7	5	175366198	162361663	129911034	175366198	162361663	129911034	175366198	162361663	129911034		
sp|O14907|TX1B3_HUMAN	O14907	TX1B3_HUMAN	TAX1BP3	124	46.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tax1-binding protein 3 	1.0000	0.9990	4	11	11	11	4	4	3	4	4	3	4	4	3	19033539	4502463	7026240	19033539	4502463	7026240	19033539	4502463	7026240		
sp|O14910|LIN7A_HUMAN	O14910	LIN7A_HUMAN	LIN7A	233	33.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein lin-7 homolog A 	1.0000	0.9990	9	13	12	20	7	4	2	6	4	2	9	7	4	269353515	5965641	8087469	21028190	5965641	8087469	307196423	41993134	14649535		
sp|O14933|UB2L6_HUMAN	O14933	UB2L6_HUMAN	UBE2L6	153	54.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin/ISG15-conjugating enzyme E2 L6 	1.0000	0.9990	6	14	14	14	8	3	3	8	3	3	8	3	3	31479844	13502105	1613954	31479844	13502105	1613954	31479844	13502105	1613954		
sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	926	27.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peripheral plasma membrane protein CASK 	1.0000	0.9990	21	42	42	42	22	15	5	22	15	5	22	15	5	31886244	27968858	22350660	31886244	27968858	22350660	31886244	27968858	22350660		
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	65.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 8 	1.0000	0.9990	9	31	31	31	11	12	8	11	12	8	11	12	8	122950904	142844628	87822885	122950904	142844628	87822885	122950904	142844628	87822885		
sp|O14972|VP26C_HUMAN	O14972	VP26C_HUMAN	VPS26C	297	14.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 26C 	1.0000	0.9990	3	7	7	7	2	2	3	2	2	3	2	2	3	2134036	718443	519419	2134036	718443	519419	2134036	718443	519419		
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	28.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12A 	1.0000	0.9990	27	37	37	37	19	9	9	19	9	9	19	9	9	40521938	12801568	25909802	40521938	12801568	25909802	40521938	12801568	25909802		
sp|O14976|GAK_HUMAN	O14976	GAK_HUMAN	GAK	1311	8.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-G-associated kinase 	1.0000	0.9990	9	12	12	12	5	4	3	5	4	3	5	4	3	6202316	3166682	9412832	6202316	3166682	9412832	6202316	3166682	9412832		
sp|O14994|SYN3_HUMAN	O14994	SYN3_HUMAN	SYN3	580	35.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synapsin-3 	1.0000	0.9990	16	23	23	45	5	17	1	5	17	1	7	33	5	7332376	19125340	1081240	7332376	19125340	1081240	41104220	32844606	2816590		
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec16A 	1.0000	0.9990	5	8	8	8	5	1	2	5	1	2	5	1	2	7323664	558336	8560511	7323664	558336	8560511	7323664	558336	8560511		
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	19.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plexin-B2 	1.0000	0.9990	27	40	40	40	23	8	9	23	8	9	23	8	9	16007954	8551897	13588436	16007954	8551897	13588436	16007954	8551897	13588436		
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	3.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	U2 snRNP-associated SURP motif-containing protein 	1.0000	0.9990	3	4	4	4	3	1	0	3	1	0	3	1	0	4454502	310267	     0	4454502	310267	     0	4454502	310267	     0		
sp|O15061|SYNEM_HUMAN	O15061	SYNEM_HUMAN	SYNM	1565	39.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synemin 	1.0000	0.9990	56	159	159	159	51	53	55	51	53	55	51	53	55	6886873144	4962328716	2924439144	6886873144	4962328716	2924439144	6886873144	4962328716	2924439144		
sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	1338	25.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoribosylformylglycinamidine synthase 	1.0000	0.9990	25	42	42	42	23	10	9	23	10	9	23	10	9	24610218	33765741	16130228	24610218	33765741	16130228	24610218	33765741	16130228		
sp|O15069|NACAD_HUMAN	O15069	NACAD_HUMAN	NACAD	1562	3.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	NAC-alpha domain-containing protein 1 	1.0000	0.9990	6	7	7	7	5	0	2	5	0	2	5	0	2	7040847	     0	5530750	7040847	     0	5530750	7040847	     0	5530750		
sp|O15075|DCLK1_HUMAN	O15075	DCLK1_HUMAN	DCLK1	740	48.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase DCLK1 	1.0000	0.9990	29	98	93	98	34	40	24	32	38	23	34	40	24	87737892	26099514	38044752	87737892	23659274	36582520	87737892	26099514	38044752		
sp|O15083|ERC2_HUMAN	O15083	ERC2_HUMAN	ERC2	957	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	ERC protein 2 	1.0000	0.9990	8	4	4	10	0	4	0	0	4	0	3	6	1	     0	7831859	     0	     0	7831859	     0	4117198	9440834	1917565		
sp|O15085|ARHGB_HUMAN	O15085	ARHGB_HUMAN	ARHGEF11	1522	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 11 	1.0000	0.9990	3	3	3	3	3	0	0	3	0	0	3	0	0	3301877	     0	     0	3301877	     0	     0	3301877	     0	     0		
sp|O15117|FYB1_HUMAN	O15117	FYB1_HUMAN	FYB1	783	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	FYN-binding protein 1 	1.0000	0.9990	2	4	4	4	3	0	1	3	0	1	3	0	1	2997756	     0	815976	2997756	     0	815976	2997756	     0	815976		
sp|O15118|NPC1_HUMAN	O15118	NPC1_HUMAN	NPC1	1278	6.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	NPC intracellular cholesterol transporter 1 	1.0000	0.9990	7	12	12	12	7	3	2	7	3	2	7	3	2	11276188	1908514	2147396	11276188	1908514	2147396	11276188	1908514	2147396		
sp|O15126|SCAM1_HUMAN	O15126	SCAM1_HUMAN	SCAMP1	338	44.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 1 	1.0000	0.9990	11	37	37	37	15	16	6	15	16	6	15	16	6	27751232	36184396	24776462	27751232	36184396	24776462	27751232	36184396	24776462		
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 2 	1.0000	0.9990	4	12	12	12	4	3	5	4	3	5	4	3	5	26585746	4561976	24613903	26585746	4561976	24613903	26585746	4561976	24613903		
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	54.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1B 	1.0000	0.9990	15	25	25	26	15	6	4	15	6	4	16	6	4	71372239	18321742	24806312	71372239	18321742	24806312	71372239	18321742	24806312		
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	67.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2 	1.0000	0.9990	21	61	61	61	24	16	21	24	16	21	24	16	21	125647732	51567066	80811903	125647732	51567066	80811903	125647732	51567066	80811903		
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	48.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 3 	1.0000	0.9990	7	21	21	21	9	6	6	9	6	6	9	6	6	112157815	73101388	78224824	112157815	73101388	78224824	112157815	73101388	78224824		
sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	223	43.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 2 	1.0000	0.9990	8	28	28	28	10	7	11	10	7	11	10	7	11	44296681	20347975	38367532	44296681	20347975	38367532	44296681	20347975	38367532		
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	34.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prefoldin subunit 6 	1.0000	0.9990	6	15	15	15	4	5	6	4	5	6	4	5	6	49622052	27336144	54710587	49622052	27336144	54710587	49622052	27336144	54710587		
sp|O15228|GNPAT_HUMAN	O15228	GNPAT_HUMAN	GNPAT	680	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydroxyacetone phosphate acyltransferase 	1.0000	0.9990	4	4	4	4	3	1	0	3	1	0	3	1	0	2984584	174434	     0	2984584	174434	     0	2984584	174434	     0		
sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	3695	2.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Laminin subunit alpha-5 	1.0000	0.9990	6	6	6	6	3	1	2	3	1	2	3	1	2	4164842	5741939	8142486	4164842	5741939	8142486	4164842	5741939	8142486		
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	37.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurosecretory protein VGF 	1.0000	0.9990	17	35	35	35	6	20	9	6	20	9	6	20	9	17317896	19757144	34426827	17317896	19757144	34426827	17317896	19757144	34426827		
sp|O15254|ACOX3_HUMAN	O15254	ACOX3_HUMAN	ACOX3	700	11.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisomal acyl-coenzyme A oxidase 3 	1.0000	0.9990	5	6	6	6	3	2	1	3	2	1	3	2	1	3248921	1001833	632078	3248921	1001833	632078	3248921	1001833	632078		
sp|O15258|RER1_HUMAN	O15258	RER1_HUMAN	RER1	196	28.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RER1 	1.0000	0.9990	4	8	8	8	3	2	3	3	2	3	3	2	3	9479031	2121417	8031274	9479031	2121417	8031274	9479031	2121417	8031274		
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	21.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Surfeit locus protein 4 	1.0000	0.9990	5	23	23	23	7	4	12	7	4	12	7	4	12	25053476	17936378	29165502	25053476	17936378	29165502	25053476	17936378	29165502		
sp|O15269|SPTC1_HUMAN	O15269	SPTC1_HUMAN	SPTLC1	473	13.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine palmitoyltransferase 1 	1.0000	0.9990	5	8	8	8	2	3	3	2	3	3	2	3	3	6722379	1335688	3768027	6722379	1335688	3768027	6722379	1335688	3768027		
sp|O15270|SPTC2_HUMAN	O15270	SPTC2_HUMAN	SPTLC2	562	13.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine palmitoyltransferase 2 	1.0000	0.9990	6	6	6	6	3	1	2	3	1	2	3	1	2	2748108	1175215	6180051	2748108	1175215	6180051	2748108	1175215	6180051		
sp|O15294|OGT1_HUMAN	O15294	OGT1_HUMAN	OGT	1046	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit 	1.0000	0.9990	7	9	9	9	4	4	1	4	4	1	4	4	1	10186523	4443994	1191303	10186523	4443994	1191303	10186523	4443994	1191303		
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	31.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphomannomutase 2 	1.0000	0.9990	8	8	7	8	5	0	3	4	0	3	5	0	3	23114684	     0	2721739	22135634	     0	2721739	23114684	     0	2721739		
sp|O15321|TM9S1_HUMAN	O15321	TM9S1_HUMAN	TM9SF1	606	6.40	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Transmembrane 9 superfamily member 1 	1.0000	0.9990	4	4	4	4	3	0	1	3	0	1	3	0	1	2759154	     0	1322456	2759154	     0	1322456	2759154	     0	1322456		
sp|O15347|HMGB3_HUMAN	O15347	HMGB3_HUMAN	HMGB3	200	51.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein B3 	1.0000	0.9990	12	16	16	23	13	0	3	13	0	3	17	1	5	13206288	     0	104494504	13206288	     0	104494504	252605540	44531156	242457224		
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	32.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein phosphatase 1G 	1.0000	0.9990	13	28	28	28	12	6	10	12	6	10	12	6	10	18594083	9130583	17715440	18594083	9130583	17715440	18594083	9130583	17715440		
sp|O15357|SHIP2_HUMAN	O15357	SHIP2_HUMAN	INPPL1	1258	7.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 	1.0000	0.9990	7	8	8	8	7	1	0	7	1	0	7	1	0	14231804	358280	     0	14231804	358280	     0	14231804	358280	     0		
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	33.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit D 	1.0000	0.9990	13	21	21	21	11	5	5	11	5	5	11	5	5	17627173	8053067	21845902	17627173	8053067	21845902	17627173	8053067	21845902		
