Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	mix_1 Spectral Count	mix_2 Spectral Count	mix_3 Spectral Count	mix_1 Unique Spectral Count	mix_2 Unique Spectral Count	mix_3 Unique Spectral Count	mix_1 Total Spectral Count	mix_2 Total Spectral Count	mix_3 Total Spectral Count	mix_1 Intensity	mix_2 Intensity	mix_3 Intensity	mix_1 Unique Intensity	mix_2 Unique Intensity	mix_3 Unique Intensity	mix_1 Total Intensity	mix_2 Total Intensity	mix_3 Total Intensity	Indistinguishable Proteins
sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	SDCBP	298	23.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntenin-1 	1.0000	0.9990	5	7	7	7	4	1	2	4	1	2	4	1	2	14095545	2977405	4722669	14095545	2977405	4722669	14095545	2977405	4722669		
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	29.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 56 	1.0000	0.9990	14	25	25	25	15	4	6	15	4	6	15	4	6	13574028	6158429	10417185	13574028	6158429	10417185	13574028	6158429	10417185		
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	25.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease T2 	1.0000	0.9990	6	18	18	18	5	4	9	5	4	9	5	4	9	15624274	9807870	28131906	15624274	9807870	28131906	15624274	9807870	28131906		
sp|O00592|PODXL_HUMAN	O00592	PODXL_HUMAN	PODXL	558	9.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Podocalyxin 	1.0000	0.9990	6	13	13	13	7	1	5	7	1	5	7	1	5	22720536	5403836	21139463	22720536	5403836	21139463	22720536	5403836	21139463		
sp|O00625|PIR_HUMAN	O00625	PIR_HUMAN	PIR	290	23.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pirin 	1.0000	0.9990	6	13	13	13	6	5	2	6	5	2	6	5	2	12477393	10455072	2754919	12477393	10455072	2754919	12477393	10455072	2754919		
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	17.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin subunit alpha-3 	1.0000	0.9990	9	21	8	21	9	7	5	3	4	1	9	7	5	26540344	27422388	125362200	13323131	5434496	240893	26540344	27422388	125362200		
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	22.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit 	1.0000	0.9990	5	5	5	5	4	1	0	4	1	0	4	1	0	5987048	702186	     0	5987048	702186	     0	5987048	702186	     0		
sp|O00754|MA2B1_HUMAN	O00754	MA2B1_HUMAN	MAN2B1	1011	11.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysosomal alpha-mannosidase 	1.0000	0.9990	11	15	15	15	8	2	5	8	2	5	8	2	5	13818040	1066648	8550656	13818040	1066648	8550656	13818040	1066648	8550656		
sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	38.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyridoxal kinase 	1.0000	0.9990	10	52	52	52	14	25	13	14	25	13	14	25	13	59367720	58868641	22202930	59367720	58868641	22202930	59367720	58868641	22202930		
sp|O14495|PLPP3_HUMAN	O14495	PLPP3_HUMAN	PLPP3	311	24.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid phosphatase 3 	1.0000	0.9990	8	22	22	22	9	7	6	9	7	6	9	7	6	36602597	41915279	38575988	36602597	41915279	38575988	36602597	41915279	38575988		
sp|O14497|ARI1A_HUMAN	O14497	ARI1A_HUMAN	ARID1A	2285	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	AT-rich interactive domain-containing protein 1A 	1.0000	0.9990	6	6	5	6	6	0	0	5	0	0	6	0	0	5371935	     0	     0	5371935	     0	     0	5371935	     0	     0		
sp|O14523|C2C2L_HUMAN	O14523	C2C2L_HUMAN	C2CD2L	706	7.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid transfer protein C2CD2L 	1.0000	0.9990	4	4	4	4	1	3	0	1	3	0	1	3	0	5120546	5844425	     0	5120546	5844425	     0	5120546	5844425	     0		
sp|O14525|ASTN1_HUMAN	O14525	ASTN1_HUMAN	ASTN1	1302	1.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Astrotactin-1 	1.0000	0.9990	2	5	5	5	1	3	1	1	3	1	1	3	1	904420	3655841	7511453	904420	3655841	7511453	904420	3655841	7511453		
sp|O14530|TXND9_HUMAN	O14530	TXND9_HUMAN	TXNDC9	226	11.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 9 	1.0000	0.9990	3	5	5	5	2	2	1	2	2	1	2	2	1	9436748	3758119	3024904	9436748	3758119	3024904	9436748	3758119	3024904		
sp|O14531|DPYL4_HUMAN	O14531	DPYL4_HUMAN	DPYSL4	572	57.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydropyrimidinase-related protein 4 	1.0000	0.9990	23	85	85	88	25	39	21	25	39	21	26	40	22	44855985	43309602	15769862	44855985	43309602	15769862	80110599	43309602	20043174		
sp|O14548|COX7R_HUMAN	O14548	COX7R_HUMAN	COX7A2L	114	33.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 7A-related protein, mitochondrial 	1.0000	0.9990	4	10	10	10	3	7	0	3	7	0	3	7	0	19225110	94759611	     0	19225110	94759611	     0	19225110	94759611	     0		
sp|O14558|HSPB6_HUMAN	O14558	HSPB6_HUMAN	HSPB6	160	62.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein beta-6 	1.0000	0.9990	7	23	23	23	7	9	7	7	9	7	7	9	7	39638934	20193885	84382748	39638934	20193885	84382748	39638934	20193885	84382748		
sp|O14561|ACPM_HUMAN	O14561	ACPM_HUMAN	NDUFAB1	156	21.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl carrier protein, mitochondrial 	1.0000	0.9990	4	13	13	13	6	5	2	6	5	2	6	5	2	62769743	32291508	25870870	62769743	32291508	25870870	62769743	32291508	25870870		
sp|O14562|UBFD1_HUMAN	O14562	UBFD1_HUMAN	UBFD1	309	12.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin domain-containing protein UBFD1 	1.0000	0.9990	4	10	10	10	3	2	5	3	2	5	3	2	5	17185067	15252180	18225060	17185067	15252180	18225060	17185067	15252180	18225060		
sp|O14576|DC1I1_HUMAN	O14576	DC1I1_HUMAN	DYNC1I1	645	26.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic dynein 1 intermediate chain 1 	1.0000	0.9990	15	21	20	25	8	12	1	8	11	1	9	13	3	33001738	37729529	4165098	33001738	37729529	4165098	39878930	47749489	40330394		
sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	37.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit epsilon 	1.0000	0.9990	8	13	13	13	7	2	4	7	2	4	7	2	4	16469911	3186509	10522413	16469911	3186509	10522413	16469911	3186509	10522413		
sp|O14594|NCAN_HUMAN	O14594	NCAN_HUMAN	NCAN	1321	23.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurocan core protein 	1.0000	0.9990	30	75	75	79	37	28	10	37	28	10	38	29	12	363915276	538396418	34760996	363915276	538396418	34760996	363915276	725119664	227169048		
sp|O14617|AP3D1_HUMAN	O14617	AP3D1_HUMAN	AP3D1	1153	24.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-3 complex subunit delta-1 	1.0000	0.9990	23	41	41	41	23	12	6	23	12	6	23	12	6	119047346	33813599	15612653	119047346	33813599	15612653	119047346	33813599	15612653		
sp|O14618|CCS_HUMAN	O14618	CCS_HUMAN	CCS	274	35.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Copper chaperone for superoxide dismutase 	1.0000	0.9990	9	16	16	16	7	5	4	7	5	4	7	5	4	51515361	24169870	34379429	51515361	24169870	34379429	51515361	24169870	34379429		
sp|O14639|ABLM1_HUMAN	O14639	ABLM1_HUMAN	ABLIM1	778	30.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-binding LIM protein 1 	1.0000	0.9990	24	41	41	48	21	14	6	21	14	6	23	17	8	28315585	34266878	36713920	28315585	34266878	36713920	28315585	63398042	36713920		
sp|O14653|GOSR2_HUMAN	O14653	GOSR2_HUMAN	GOSR2	212	20.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi SNAP receptor complex member 2 	1.0000	0.9990	3	4	4	4	2	2	0	2	2	0	2	2	0	2236896	9788319	     0	2236896	9788319	     0	2236896	9788319	     0		
sp|O14662|STX16_HUMAN	O14662	STX16_HUMAN	STX16	325	23.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-16 	1.0000	0.9990	5	7	7	7	3	3	1	3	3	1	3	3	1	1336029	2946056	1622771	1336029	2946056	1622771	1336029	2946056	1622771		
sp|O14672|ADA10_HUMAN	O14672	ADA10_HUMAN	ADAM10	748	20.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 10 	1.0000	0.9990	11	16	16	16	11	4	1	11	4	1	11	4	1	18734396	15857308	2613442	18734396	15857308	2613442	18734396	15857308	2613442		
sp|O14683|P5I11_HUMAN	O14683	P5I11_HUMAN	TP53I11	189	16.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor protein p53-inducible protein 11 	1.0000	0.9990	3	5	5	5	3	0	2	3	0	2	3	0	2	10967903	     0	10278228	10967903	     0	10278228	10967903	     0	10278228		
sp|O14735|CDIPT_HUMAN	O14735	CDIPT_HUMAN	CDIPT	213	13.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	CDP-diacylglycerol--inositol 3-phosphatidyltransferase 	1.0000	0.9990	3	8	8	8	1	4	3	1	4	3	1	4	3	5262201	40619330	9655823	5262201	40619330	9655823	5262201	40619330	9655823		
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	31.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein arginine N-methyltransferase 5 	1.0000	0.9990	18	28	28	28	15	7	6	15	7	6	15	7	6	17485930	7822972	15445730	17485930	7822972	15445730	17485930	7822972	15445730		
sp|O14745|NHRF1_HUMAN	O14745	NHRF1_HUMAN	SLC9A3R1	358	54.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 	1.0000	0.9990	23	68	68	68	29	28	11	29	28	11	29	28	11	351703708	153941860	67840746	351703708	153941860	67840746	351703708	153941860	67840746		
sp|O14773|TPP1_HUMAN	O14773	TPP1_HUMAN	TPP1	563	21.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tripeptidyl-peptidase 1 	1.0000	0.9990	9	48	48	48	10	16	22	10	16	22	10	16	22	176513344	183626990	172208920	176513344	183626990	172208920	176513344	183626990	172208920		
sp|O14775|GNB5_HUMAN	O14775	GNB5_HUMAN	GNB5	395	23.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit beta-5 	1.0000	0.9990	8	13	13	13	7	5	1	7	5	1	7	5	1	12726056	7113834	1176611	12726056	7113834	1176611	12726056	7113834	1176611		
sp|O14786|NRP1_HUMAN	O14786	NRP1_HUMAN	NRP1	923	12.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuropilin-1 	1.0000	0.9990	8	8	8	8	5	0	3	5	0	3	5	0	3	6401350	     0	4384567	6401350	     0	4384567	6401350	     0	4384567		
sp|O14787|TNPO2_HUMAN	O14787	TNPO2_HUMAN	TNPO2	897	11.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transportin-2 	1.0000	0.9990	10	5	5	21	4	0	1	4	0	1	8	7	6	4689768	     0	748803	4689768	     0	748803	12447013	23386516	42085094		
sp|O14807|RASM_HUMAN	O14807	RASM_HUMAN	MRAS	208	42.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related protein M-Ras 	1.0000	0.9990	8	13	13	13	7	4	2	7	4	2	7	4	2	9260985	14743457	12108957	9260985	14743457	12108957	9260985	14743457	12108957		
sp|O14810|CPLX1_HUMAN	O14810	CPLX1_HUMAN	CPLX1	134	46.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complexin-1 	1.0000	0.9990	7	17	17	20	5	9	3	5	9	3	6	10	4	15529513	44098871	6814043	15529513	44098871	6814043	67443322	188140710	69641870		
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	44.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 3 	1.0000	0.9990	10	29	29	29	13	11	5	13	11	5	13	11	5	47240047	46451916	45297683	47240047	46451916	45297683	47240047	46451916	45297683		
sp|O14874|BCKD_HUMAN	O14874	BCKD_HUMAN	BCKDK	412	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial 	1.0000	0.9990	4	6	6	6	2	3	1	2	3	1	2	3	1	7110600	9513831	6311315	7110600	9513831	6311315	7110600	9513831	6311315		
sp|O14879|IFIT3_HUMAN	O14879	IFIT3_HUMAN	IFIT3	490	18.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Interferon-induced protein with tetratricopeptide repeats 3 	1.0000	0.9990	9	17	17	17	7	4	6	7	4	6	7	4	6	16476221	7916489	31473770	16476221	7916489	31473770	16476221	7916489	31473770		
sp|O14880|MGST3_HUMAN	O14880	MGST3_HUMAN	MGST3	152	28.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Microsomal glutathione S-transferase 3 	1.0000	0.9990	3	12	12	12	3	4	5	3	4	5	3	4	5	148212110	133232423	109138328	148212110	133232423	109138328	148212110	133232423	109138328		
sp|O14907|TX1B3_HUMAN	O14907	TX1B3_HUMAN	TAX1BP3	124	20.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tax1-binding protein 3 	1.0000	0.9990	2	5	5	5	2	2	1	2	2	1	2	2	1	14849492	2546713	3866178	14849492	2546713	3866178	14849492	2546713	3866178		
sp|O14910|LIN7A_HUMAN	O14910	LIN7A_HUMAN	LIN7A	233	26.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein lin-7 homolog A 	1.0000	0.9990	7	9	8	17	5	3	1	4	3	1	7	6	4	268947290	4829426	7382884	19621600	4829426	7382884	307196423	41993134	34137238		
sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	926	26.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peripheral plasma membrane protein CASK 	1.0000	0.9990	21	37	37	37	21	11	5	21	11	5	21	11	5	26768985	24207898	18624368	26768985	24207898	18624368	26768985	24207898	18624368		
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	68.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 8 	1.0000	0.9990	9	26	26	26	10	9	7	10	9	7	10	9	7	122950904	119760524	87822885	122950904	119760524	87822885	122950904	119760524	87822885		
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	71.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin regulatory light chain 12B 	1.0000	0.9990	12	106	0	106	33	26	47	0	0	0	33	26	47	225665784	90192928	139045128	     0	     0	     0	225665784	90192928	139045128	sp|P19105|ML12A_HUMAN	
sp|O14964|HGS_HUMAN	O14964	HGS_HUMAN	HGS	777	18.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hepatocyte growth factor-regulated tyrosine kinase substrate 	1.0000	0.9990	15	33	33	33	15	11	7	15	11	7	15	11	7	70274692	71448651	43344552	70274692	71448651	43344552	70274692	71448651	43344552		
sp|O14972|VP26C_HUMAN	O14972	VP26C_HUMAN	VPS26C	297	17.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 26C 	1.0000	0.9990	4	6	6	6	3	1	2	3	1	2	3	1	2	6501301	718443	519419	6501301	718443	519419	6501301	718443	519419		
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	24.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12A 	1.0000	0.9990	22	28	28	28	14	6	8	14	6	8	14	6	8	40521938	11121261	25412490	40521938	11121261	25412490	40521938	11121261	25412490		
sp|O14976|GAK_HUMAN	O14976	GAK_HUMAN	GAK	1311	9.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-G-associated kinase 	1.0000	0.9990	10	14	14	14	6	5	3	6	5	3	6	5	3	6202316	3954813	9412832	6202316	3954813	9412832	6202316	3954813	9412832		
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	30.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-1 	1.0000	0.9990	27	67	67	67	29	24	14	29	24	14	29	24	14	55514640	28635076	36636886	55514640	28635076	36636886	55514640	28635076	36636886		
sp|O14994|SYN3_HUMAN	O14994	SYN3_HUMAN	SYN3	580	28.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synapsin-3 	1.0000	0.9990	13	19	19	39	5	13	1	5	13	1	7	27	5	7534917	19125340	1081240	7534917	19125340	1081240	41104220	32844606	2816590		
sp|O15020|SPTN2_HUMAN	O15020	SPTN2_HUMAN	SPTBN2	2390	30.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 2 	1.0000	0.9990	68	93	93	157	34	52	7	34	52	7	50	85	22	21068976	89409496	8390763	21068976	89409496	8390763	242353104	356977728	162523652		
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	3.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec16A 	1.0000	0.9990	5	8	8	8	5	1	2	5	1	2	5	1	2	7323664	558336	8560511	7323664	558336	8560511	7323664	558336	8560511		
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	18.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plexin-B2 	1.0000	0.9990	28	46	46	46	23	12	11	23	12	11	23	12	11	26181022	9278548	25205701	26181022	9278548	25205701	26181022	9278548	25205701		
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	U2 snRNP-associated SURP motif-containing protein 	1.0000	0.9990	3	4	4	4	2	1	1	2	1	1	2	1	1	4156240	2276499	14058053	4156240	2276499	14058053	4156240	2276499	14058053		
sp|O15061|SYNEM_HUMAN	O15061	SYNEM_HUMAN	SYNM	1565	38.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synemin 	1.0000	0.9990	55	143	143	143	45	46	52	45	46	52	45	46	52	257240228	101743149	126582794	257240228	101743149	126582794	257240228	101743149	126582794		
sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	1338	21.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphoribosylformylglycinamidine synthase 	1.0000	0.9990	23	39	39	39	21	9	9	21	9	9	21	9	9	24610218	33765741	16458960	24610218	33765741	16458960	24610218	33765741	16458960		
sp|O15069|NACAD_HUMAN	O15069	NACAD_HUMAN	NACAD	1562	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	NAC-alpha domain-containing protein 1 	1.0000	0.9990	5	5	5	5	4	0	1	4	0	1	4	0	1	6793056	     0	2269940	6793056	     0	2269940	6793056	     0	2269940		
sp|O15075|DCLK1_HUMAN	O15075	DCLK1_HUMAN	DCLK1	740	45.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase DCLK1 	1.0000	0.9990	26	86	81	86	27	35	24	25	33	23	27	35	24	87737892	26099514	38044752	87737892	23659274	36582520	87737892	26099514	38044752		
sp|O15083|ERC2_HUMAN	O15083	ERC2_HUMAN	ERC2	957	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	ERC protein 2 	1.0000	0.9990	8	4	4	10	0	4	0	0	4	0	3	6	1	     0	7831859	     0	     0	7831859	     0	4117198	9440834	1917565		
sp|O15085|ARHGB_HUMAN	O15085	ARHGB_HUMAN	ARHGEF11	1522	2.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 11 	1.0000	0.9990	3	3	3	3	3	0	0	3	0	0	3	0	0	3301877	     0	     0	3301877	     0	     0	3301877	     0	     0		
sp|O15117|FYB1_HUMAN	O15117	FYB1_HUMAN	FYB1	783	2.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	FYN-binding protein 1 	1.0000	0.9990	2	4	4	4	3	0	1	3	0	1	3	0	1	2997756	     0	815976	2997756	     0	815976	2997756	     0	815976		
sp|O15118|NPC1_HUMAN	O15118	NPC1_HUMAN	NPC1	1278	7.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	NPC intracellular cholesterol transporter 1 	1.0000	0.9990	8	13	13	13	8	3	2	8	3	2	8	3	2	11276188	1908514	2147396	11276188	1908514	2147396	11276188	1908514	2147396		
sp|O15126|SCAM1_HUMAN	O15126	SCAM1_HUMAN	SCAMP1	338	28.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 1 	1.0000	0.9990	9	26	26	26	11	10	5	11	10	5	11	10	5	27751232	36184396	24776462	27751232	36184396	24776462	27751232	36184396	24776462		
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 2 	1.0000	0.9990	4	12	12	12	4	4	4	4	4	4	4	4	4	26585746	6363236	24613903	26585746	6363236	24613903	26585746	6363236	24613903		
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	41.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1B 	1.0000	0.9990	13	23	23	23	15	3	5	15	3	5	15	3	5	80602507	13110482	33115336	80602507	13110482	33115336	80602507	13110482	33115336		
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	58.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2 	1.0000	0.9990	19	61	61	61	23	17	21	23	17	21	23	17	21	125647732	51567066	80811903	125647732	51567066	80811903	125647732	51567066	80811903		
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	48.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 3 	1.0000	0.9990	7	21	21	21	9	6	6	9	6	6	9	6	6	112157815	73101388	78224824	112157815	73101388	78224824	112157815	73101388	78224824		
sp|O15162|PLS1_HUMAN	O15162	PLS1_HUMAN	PLSCR1	318	11.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid scramblase 1 	1.0000	0.9990	3	4	4	4	3	1	0	3	1	0	3	1	0	15080407	2529574	     0	15080407	2529574	     0	15080407	2529574	     0		
sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	223	29.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 2 	1.0000	0.9990	7	24	24	24	8	7	9	8	7	9	8	7	9	44296681	20347975	38278853	44296681	20347975	38278853	44296681	20347975	38278853		
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	40.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prefoldin subunit 6 	1.0000	0.9990	8	18	18	18	5	6	7	5	6	7	5	6	7	55111899	33724447	108554978	55111899	33724447	108554978	55111899	33724447	108554978		
sp|O15228|GNPAT_HUMAN	O15228	GNPAT_HUMAN	GNPAT	680	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydroxyacetone phosphate acyltransferase 	1.0000	0.9990	4	4	4	4	3	1	0	3	1	0	3	1	0	2984584	174434	     0	2984584	174434	     0	2984584	174434	     0		
sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	3695	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Laminin subunit alpha-5 	1.0000	0.9990	7	10	10	10	4	3	3	4	3	3	4	3	3	5723245	11791471	13809980	5723245	11791471	13809980	5723245	11791471	13809980		
sp|O15240|VGF_HUMAN	O15240	VGF_HUMAN	VGF	615	27.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurosecretory protein VGF 	1.0000	0.9990	14	26	26	26	5	13	8	5	13	8	5	13	8	17432460	19757144	34426827	17432460	19757144	34426827	17432460	19757144	34426827		
sp|O15254|ACOX3_HUMAN	O15254	ACOX3_HUMAN	ACOX3	700	6.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peroxisomal acyl-coenzyme A oxidase 3 	1.0000	0.9990	3	3	3	3	2	0	1	2	0	1	2	0	1	2796344	     0	632078	2796344	     0	632078	2796344	     0	632078		
sp|O15258|RER1_HUMAN	O15258	RER1_HUMAN	RER1	196	18.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RER1 	1.0000	0.9990	3	7	7	7	3	2	2	3	2	2	3	2	2	9479031	2121417	5100322	9479031	2121417	5100322	9479031	2121417	5100322		
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	21.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Surfeit locus protein 4 	1.0000	0.9990	5	21	21	21	7	5	9	7	5	9	7	5	9	25053476	19774721	27660988	25053476	19774721	27660988	25053476	19774721	27660988		
